paper,article_types,new_id,pm_central_id,abstract,value,hypothesis_sentence,hypothesis_entities,clean_hypothesis_entities,entity_1,entity_2,entity_3,entity_4,entity_5,entity_6,entity_7,entity_8,entity_9,entity_10,entity_11,entity_12,entity_13,entity_14,entity_15,entity_16,entity_17,entity_18,entity_19,entity_20,entity_21,entity_22,entity_23,entity_24,entity_25,entity_26,entity_27,entity_28,entity_29,entity_30,entity_31
http://ns.inria.fr/covid19/71ac098f605346dbce9c89ab4bb450c5426c41d4,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/71ac098f605346dbce9c89ab4bb450c5426c41d4#Hypothesis,,http://ns.inria.fr/covid19/71ac098f605346dbce9c89ab4bb450c5426c41d4#abstract,"Abstract Bats are natural reservoirs for a variety of emerging viruses that cause significant disease in humans and domestic animals yet rarely cause clinical disease in bats. The co-evolutionary history of bats with viruses has been hypothesized to have shaped the bat-virus relationship, allowing both to exist in equilibrium. Progress in understanding bat-virus interactions and the isolation of bat-borne viruses has been accelerated in recent years by the development of susceptible bat cell lines. Viral sequences similar to severe acute respiratory syndrome corona virus (SARS-CoV) have been detected in bats, and filoviruses such as Marburg virus have been isolated from bats, providing definitive evidence for the role of bats as the natural host reservoir. Although viruses can be readily detected in bats using molecular approaches, virus isolation is far more challenging. One of the limitations in using traditional culture systems from non-reservoir species is that cell types and culture conditions may not be compatible for isolation of bat-borne viruses. There is, therefore, a need to develop additional bat cell lines that correspond to different cell types, including less represented cell types such as immune cells, and culture them under more physiologically relevant conditions to study virus host interactions and for virus isolation. In this review, we highlight the current progress in understanding bat-virus interactions in bat cell line systems and some of the challenges and limitations associated with cell lines. Future directions to address some of these challenges to better understand host-pathogen interactions in these intriguing mammals are also discussed, not only in relation to viruses but also other pathogens carried by bats including bacteria and fungi.","The co-evolutionary history of bats with viruses has been hypothesized to have shaped the bat-virus relationship, allowing both to exist in equilibrium.","['bats', 'viruses', 'the_bat-virus_relationship', 'equilibrium']","['bats', 'viruses', 'the bat-virus relationship', 'equilibrium']",bats,viruses,the bat-virus relationship,equilibrium,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/e24e6736123c670928dd233196d473f81e998b24,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC2137639#Hypothesis,PMC2137639,http://ns.inria.fr/covid19/e24e6736123c670928dd233196d473f81e998b24#abstract,"Using peritoneal macrophage cultures it was found that both PRI mice and their macrophages in culture were susceptible to mouse hepatitis virus and that C(3)H mice and macrophages were resistant. All F(1) macrophages and some back-cross cell cultures were susceptible. The degeneration of F(1) and back-cross macrophages obtained either from adult mouse peritoneal exudate or newborn mouse liver, occurred more slowly than PRI macrophages. Segregation of susceptibility occurred in the first back-cross generation. Tests of three back-cross generations from susceptible mice yielded about one-quarter of the mice shown to be susceptible either by direct test or test of their macrophages. A clear correlation between susceptibility in vivo and in vitro was established both in the test of the percentage segregation and in tests of individual back-cross mice. A small series of tests, however, indicated that 50 per cent of the back-cross mice had the genetic capacity to transmit susceptibility. Thus a hypothesis of two genes for susceptibility, although not excluded, may yield to a hypothesis of a single dominant gene, incompletely expressed. Resistant cells were converted into susceptible cells by ingestion of a relatively large particle containing a heat-stable substance. This susceptibility, although complete, was temporary. The nature of the factor causing the change has been discussed.","Thus a hypothesis of two genes for susceptibility, although not excluded, may yield to a hypothesis of a single dominant gene, incompletely expressed.","['Thus a_hypothesis', 'two_genes', 'susceptibility', 'a_hypothesis', 'a_single_dominant_gene']","['Thus a hypothesis', 'two genes', 'susceptibility', 'a hypothesis', 'a single dominant gene']",Thus a hypothesis,two genes,susceptibility,a hypothesis,a single dominant gene,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/5980867f3342ad6af052f516568c927cb82e0d58,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/5980867f3342ad6af052f516568c927cb82e0d58#Hypothesis,,http://ns.inria.fr/covid19/5980867f3342ad6af052f516568c927cb82e0d58#abstract,"The emergence of new infectious diseases and old diseases with new pathogenic properties is a burgeoning worldwide problem. Severe acute respiratory syndrome (SARS) and acquired immune deficiency syndrome (AIDS) are just two of the most widely reported recent emerging infectious diseases. What are the factors that contribute to the rapid evolution of viral species? Various hypotheses have been proposed, all involving opportunities for virus spread (for example, agricultural practices, climate changes, rainforest clearing or air travel). However, the nutritional status of the host, until recently, has not been considered a contributing factor to the emergence of infectious disease. In this review, we show that host nutritional status can influence not only the host response to the pathogen, but can also influence the genetic make-up of the viral genome. This latter finding markedly changes our concept of host–pathogen interactions and creates a new paradigm for the study of such phenomena.","Various hypotheses have been proposed, all involving opportunities for virus spread (for example, agricultural practices, climate changes, rainforest clearing or air travel).","['Various_hypotheses', 'opportunities', 'virus_spread', 'example', 'agricultural practices', 'climate_changes', 'rainforest_clearing', 'air_travel']","['Various hypotheses', 'opportunities', 'virus spread', 'example', 'agricultural practices', 'climate changes', 'rainforest clearing', 'air travel']",Various hypotheses,opportunities,virus spread,example,agricultural practices,climate changes,rainforest clearing,air travel,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/c2ad458ccf62686e340e51ea95c439e7c4e2bc29,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3561942#Hypothesis,PMC3561942,http://ns.inria.fr/covid19/c2ad458ccf62686e340e51ea95c439e7c4e2bc29#abstract,"The human immunodeficiency virus (HIV) requires a programmed −1 ribosomal frameshift for Pol gene expression. The HIV frameshift site consists of a heptanucleotide slippery sequence (UUUUUUA) followed by a spacer region and a downstream RNA stem–loop structure. Here we investigate the role of the RNA structure in promoting the −1 frameshift. The stem–loop was systematically altered to decouple the contributions of local and overall thermodynamic stability towards frameshift efficiency. No correlation between overall stability and frameshift efficiency is observed. In contrast, there is a strong correlation between frameshift efficiency and the local thermodynamic stability of the first 3–4 bp in the stem–loop, which are predicted to reside at the opening of the mRNA entrance channel when the ribosome is paused at the slippery site. Insertion or deletions in the spacer region appear to correspondingly change the identity of the base pairs encountered 8 nt downstream of the slippery site. Finally, the role of the surrounding genomic secondary structure was investigated and found to have a modest impact on frameshift efficiency, consistent with the hypothesis that the genomic secondary structure attenuates frameshifting by affecting the overall rate of translation.","Finally, the role of the surrounding genomic secondary structure was investigated and found to have a modest impact on frameshift efficiency, consistent with the hypothesis that the genomic secondary structure attenuates frameshifting by affecting the overall rate of translation.","['the_role', 'the_surrounding_genomic_secondary_structure', 'frameshift_efficiency', 'the_hypothesis', 'structure', 'attenuates', 'the_overall_rate', 'translation']","['the role', 'the surrounding genomic secondary structure', 'frameshift efficiency', 'the hypothesis', 'structure', 'attenuates', 'the overall rate', 'translation']",the role,the surrounding genomic secondary structure,frameshift efficiency,the hypothesis,structure,attenuates,the overall rate,translation,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/02480623218229a12cdbc4800defc262f7cc175c,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6829363#Hypothesis,PMC6829363,http://ns.inria.fr/covid19/02480623218229a12cdbc4800defc262f7cc175c#abstract,"Extravillous trophoblasts (EVT) migration into the decidua is critical for establishing placental perfusion and when dysregulated, may lead to pre-eclampsia (PE) and intrauterine growth restriction (IUGR). The breast cancer resistance protein (BCRP; encoded by ABCG2) regulates the fusion of cytotrophoblasts into syncytiotrophoblasts and protects the fetus from maternally derived xenobiotics. Information about BCRP function in EVTs is limited, however placental exposure to bacterial/viral infection leads to BCRP downregulation in syncitiotrophoblasts. We hypothesized that BCRP is involved in the regulation of EVT function and is modulated by infection/inflammation. We report that besides syncitiotrophoblasts and cytotrophoblasts, BCRP is also expressed in EVTs. BCRP inhibits EVT cell migration in HTR8/SVneo (human EVT-like) cells and in human EVT explant cultures, while not affecting cell proliferation. We have also shown that bacterial—lipopolysaccharide (LPS)—and viral antigens—single stranded RNA (ssRNA)—have a profound effect in downregulating ABCG2 and BCRP levels, whilst simultaneously increasing the migration potential of EVT-like cells. Our study reports a novel function of BCRP in early placentation and suggests that exposure of EVTs to maternal infection/inflammation could disrupt their migration potential via the downregulation of BCRP. This could negatively influence placental development/function, contribute to existing obstetric pathologies, and negatively impact pregnancy outcomes and maternal/neonatal health.",We hypothesized that BCRP is involved in the regulation of EVT function and is modulated by infection/inflammation.,"['BCRP', 'EVT_function', 'infection/inflammation']","['BCRP', 'EVT function', 'infection/inflammation']",BCRP,EVT function,infection/inflammation,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/43da6feff747ac301072ba6469220d2693f11fea,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/43da6feff747ac301072ba6469220d2693f11fea#Hypothesis,,http://ns.inria.fr/covid19/43da6feff747ac301072ba6469220d2693f11fea#abstract,"Abstract Specific point mutations in the human toll-like receptor 4 (TLR4) confer altered risk for diverse diseases including sepsis, aspergillosis and inflammatory bowel disease. Some of these TLR4 polymorphisms are racially specific. We hypothesised that feline TLR4 polymorphisms might underlie an observed increased risk to infectious and inflammatory diseases in some cat breeds. The aim of this study was to identify breed-specific variations in the coding region of feline TLR4 and to model the effect of mutations on protein structure and function in silico. The entire coding region of TLR4 was sequenced in 8 groups (7 pure-bred, 1 crossbred) of domestic cats (Felis catus) comprising 158 individuals. Twenty-two single nucleotide polymorphisms (SNPs) were identified in TLR4, with 16 located in the coding region (11 non-synonymous) and four in the 3′UTR. Comparison of breed specific allelic frequencies indicated that Burmese and British shorthairs most commonly differed from other breeds. In silico analyses to predict the impact of the 11 non-synonymous variants indicated a deleterious effect on protein structure for one SNP (c.869 G > A), which was not associated with a specific breed. Overall, findings from this study do not support a role of TLR4 dysfunction in breed-predispositions to infectious diseases in domestic cats in Australia.",We hypothesised that feline TLR4 polymorphisms might underlie an observed increased risk to infectious and inflammatory diseases in some cat breeds.,"['that_feline', 'TLR4_polymorphisms', 'an_observed_increased_risk', 'infectious_and_inflammatory_diseases', 'some_cat_breeds']","['that feline', 'TLR4 polymorphisms', 'an observed increased risk', 'infectious and inflammatory diseases', 'some cat breeds']",that feline,TLR4 polymorphisms,an observed increased risk,infectious and inflammatory diseases,some cat breeds,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/b0e5a700bc9e8fe25e5c3f2c10976314cb30c150,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC3885584#Hypothesis,PMC3885584,http://ns.inria.fr/covid19/b0e5a700bc9e8fe25e5c3f2c10976314cb30c150#abstract,"BACKGROUND: The cynomolgus monkey (Macaca fascicularis) has been increasingly used as a non-human primate model in biomedical research. As establishing baseline thoracic radiography for the cynomolgus monkey is essential, we tested the hypothesis that age and sex may affect the thoracic radiography parameters of this species. METHODS: Here, 697 healthy cynomolgus monkeys were segregated by sex and age (three age groups: 25–36 months, 37–48 months, 49–60 months). The lung length (LL), maximal interior thoracic depth (TD), maximal interior thoracic breadth (TBr), cardiac silhouette breadth (CBr), cardiothoracic ratio (CR), right and left costophrenic angles (RCA and LCA), and right hilar height ratio (R-HHR) were assessed by chest film. Statistical analysis was applied to examine the effect of age, sex, and age × sex interactions. RESULTS: Significant effects by age were shown for LL, TD, TBr, CBr, and CR. Significant effects by sex were found for TD, TBr, CBr, CR, and R-HHR. Significant effects by age × sex were observed for TD, TBr, CBr, and CR. Both TD and TBr increased with age in both sexes, and both were significantly higher in males than in females in the group aged 49–60 months. CBr increased with age and was significantly higher in males than in females across all age groups. CR declined with age and was significantly higher in males than females across all age groups, and CR was similar or slightly higher relative to those previously found in other non-human primate species. As to the other parameters with no significant sex nor age-related differences, the R-HHR was greater than 1.00, and the angulation of bilateral costophrenic angles were sharp. CONCLUSIONS: The thoracic radiographic parameters for the healthy cynomolgus monkey presented here should prove useful in veterinary practice, research involving non-human primate models of respiratory or cardiovascular disorders, and morphological studies on cynomolgus monkeys.","As establishing baseline thoracic radiography for the cynomolgus monkey is essential, we tested the hypothesis that age and sex may affect the thoracic radiography parameters of this species.","['baseline_thoracic_radiography', 'the_cynomolgus_monkey', 'the_hypothesis', 'age', 'sex', 'the_thoracic_radiography_parameters', 'this_species']","['baseline thoracic radiography', 'the cynomolgus monkey', 'the hypothesis', 'age', 'sex', 'the thoracic radiography parameters', 'this species']",baseline thoracic radiography,the cynomolgus monkey,the hypothesis,age,sex,the thoracic radiography parameters,this species,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/cdc339a7fc1848e5e3fad95ee783a931aac0e770,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC5394698#Hypothesis,PMC5394698,http://ns.inria.fr/covid19/cdc339a7fc1848e5e3fad95ee783a931aac0e770#abstract,"Ebola virus, a member of the family Filoviridae has caused immense morbidity and mortality in recent times, especially in West Africa. The infection characterized by chills, fever, diarrhea, and myalgia can progress to hemorrhage and death. Hence, it is a high priority area to better understand its biology in order to expedite vaccine development pipelines. In this regard, this study analyzes the domains in RNA polymerase of fifteen publicly-available Ebola isolates belonging to three strains (Zaire, Sudan and Reston). The protein FASTA sequences of the isolates belonging Zaire, Sudan and Reston strains were extracted from UniProt database and submitted to the interactive web tool SMART for the polymerase domain profiles. Subsequent in silico investigation furnished interesting results that sure can contribute to the understanding of Ebola pathogenesis. The key findings and patterns have been presented, and based on them hypotheses have been formulated for further empirical validation.","The key findings and patterns have been presented, and based on them hypotheses have been formulated for further empirical validation.","['The_key_findings', 'patterns', 'hypotheses', 'further_empirical_validation']","['The key findings', 'patterns', 'hypotheses', 'further empirical validation']",The key findings,patterns,hypotheses,further empirical validation,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/712c86986815982dc6d918b660f70f5e05616643,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6797084#Hypothesis,PMC6797084,http://ns.inria.fr/covid19/712c86986815982dc6d918b660f70f5e05616643#abstract,"Human respiratory syncytial virus (RSV) is the most important cause of acute lower respiratory tract disease in infants worldwide. As a first line of defense against respiratory infections, innate immune responses, including the production of type I and III interferons (IFNs), play an important role. Upon infection with RSV, multiple pattern recognition receptors (PRRs) can recognize RSV-derived pathogen-associated molecular patterns (PAMPs) and mount innate immune responses. Retinoic-acid-inducible gene-I (RIG-I) and nucleotide-binding oligomerization domain-containing protein 2 (NOD2) have been identified as important innate receptors to mount type I IFNs during RSV infection. However, type I IFN levels remain surprisingly low during RSV infection despite strong viral replication. The poor induction of type I IFNs can be attributed to the cooperative activity of 2 unique, nonstructural (NS) proteins of RSV, i.e., NS1 and NS2. These viral proteins have been shown to suppress both the production and signaling of type I and III IFNs by counteracting a plethora of key host innate signaling proteins. Moreover, increasing numbers of IFN-stimulated genes (ISGs) are being identified as targets of the NS proteins in recent years, highlighting an underexplored protein family in the identification of NS target proteins. To understand the diverse effector functions of NS1 and NS2, Goswami and colleagues proposed the hypothesis of the NS degradasome (NSD) complex, a multiprotein complex made up of, at least, NS1 and NS2. Furthermore, the crystal structure of NS1 was resolved recently and, remarkably, identified NS1 as a structural paralogue of the RSV matrix protein. Unfortunately, no structural data on NS2 have been published so far. In this review, we briefly describe the PRRs that mount innate immune responses upon RSV infection and provide an overview of the various effector functions of NS1 and NS2. Furthermore, we discuss the ubiquitination effector functions of NS1 and NS2, which are in line with the hypothesis that the NSD shares features with the canonical 26S proteasome.","To understand the diverse effector functions of NS1 and NS2, Goswami and colleagues proposed the hypothesis of the NS degradasome (NSD) complex, a multiprotein complex made up of, at least, NS1 and NS2.","['the_diverse_effector_functions', 'NS1', 'NS2', 'Goswami', 'colleagues', 'the_hypothesis', 'NS', 'degradasome', 'NSD', 'complex', 'NS1', 'NS2']","['the diverse effector functions', 'NS1', 'NS2', 'Goswami', 'colleagues', 'the hypothesis', 'NS', 'degradasome', 'NSD', 'complex', 'NS1', 'NS2']",the diverse effector functions,NS1,NS2,Goswami,colleagues,the hypothesis,NS,degradasome,NSD,complex,NS1,NS2,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/4819906599388bff52fea2b4c05f3414a1656242,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/4819906599388bff52fea2b4c05f3414a1656242#Hypothesis,,http://ns.inria.fr/covid19/4819906599388bff52fea2b4c05f3414a1656242#abstract,"Abstract The theoretical biologist Robert Rosen developed a highly original approach for investigating the question “What is life?”, the most fundamental problem of biology. Considering that Rosen made extensive use of mathematics it might seem surprising that his ideas have only rarely been implemented in mathematical models. On the one hand, Rosen propagates relational models that neglect underlying structural details of the components and focus on relationships between the elements of a biological system, according to the motto “throw away the physics, keep the organisation”. Rosen's strong rejection of mechanistic models that he implicitly associates with a strong form of reductionism might have deterred mathematical modellers from adopting his ideas for their own work. On the other hand Rosen's presentation of his modelling framework, (M, R) systems, is highly abstract which makes it hard to appreciate how this approach could be applied to concrete biological problems. In this article, both the mathematics as well as those aspects of Rosen's work are analysed that relate to his philosophical ideas. It is shown that Rosen's relational models are a particular type of mechanistic model with specific underlying assumptions rather than a fundamentally different approach that excludes mechanistic models. The strengths and weaknesses of relational models are investigated by comparison with current network biology literature. Finally, it is argued that Rosen's definition of life, “organisms are closed to efficient causation”, should be considered as a hypothesis to be tested and ideas how this postulate could be implemented in mathematical models are presented.","Finally, it is argued that Rosen's definition of life, “organisms are closed to efficient causation”, should be considered as a hypothesis to be tested and ideas how this postulate could be implemented in mathematical models are presented.","[""Rosen's_definition"", 'life', 'organisms', 'efficient_causation', 'a_hypothesis', 'ideas', 'this_postulate', 'mathematical_models']","[""Rosen's definition"", 'life', 'organisms', 'efficient causation', 'a hypothesis', 'ideas', 'this postulate', 'mathematical models']",Rosen's definition,life,organisms,efficient causation,a hypothesis,ideas,this postulate,mathematical models,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/7927b8f05155e6933aaf8d9509dbd379d017dfe7,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6196004#Hypothesis,PMC6196004,http://ns.inria.fr/covid19/7927b8f05155e6933aaf8d9509dbd379d017dfe7#abstract,"BACKGROUND: Transmissible gastroenteritis virus (TGEV), the etiologic agent of transmissible gastroenteritis, infects swine of all ages causing vomiting and diarrhea, in newborn piglets the mortality rate is near 100%. Intestinal epithelial cells are the primary target cells of TGEV. Transferrin receptor 1 (TfR1), which is highly expressed in piglets with anemia, may play a role in TGEV infection. However, the underlying mechanism of TGEV invasion remains largely unknown. RESULTS: Our study investigated the possibility that TfR1 can serve as a receptor for TGEV infection and enables the invasion and replication of TGEV. We observed that TGEV infection promoted TfR1 internalization, clustering, and co-localization with TfR1 early in infection, while TfR1 expression was significantly down-regulated as TGEV infection proceeded. TGEV infection and replication were inhibited by occluding TfR1 with antibodies or by decreasing TfR1 expression. TGEV infection increased in TGEV-susceptible ST or IPEC-J2 cell lines and TGEV-resistant Caco-2 cells when porcine TfR1 was over-expressed. Finally, we found that the TGEV S1 protein interacts with the extracellular region of TfR1, and that pre-incubating TGEV with a protein fragment containing the extracellular region of TfR1 blocked viral infection. CONCLUSIONS: Our results support the hypothesis that TfR1 is an additional receptor for TGEV and assists TGEV invasion and replication. ELECTRONIC SUPPLEMENTARY MATERIAL: The online version of this article (10.1186/s12964-018-0283-5) contains supplementary material, which is available to authorized users.",Our results support the hypothesis that TfR1 is an additional receptor for TGEV and assists TGEV invasion and replication.,"['Our_results', 'the_hypothesis', 'TfR1', 'an_additional_receptor', 'TGEV', 'assists', 'TGEV_invasion', 'replication']","['Our results', 'the hypothesis', 'TfR1', 'an additional receptor', 'TGEV', 'assists', 'TGEV invasion', 'replication']",Our results,the hypothesis,TfR1,an additional receptor,TGEV,assists,TGEV invasion,replication,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/f5e971f5c6854bcf76a7963effbbd79e62becab0,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC4621877#Hypothesis,PMC4621877,http://ns.inria.fr/covid19/f5e971f5c6854bcf76a7963effbbd79e62becab0#abstract,"Evolutionary processes have shaped the vertebrate immune system over time, but proximal mechanisms control the onset, duration, and intensity of immune responses. Based on testing of the hygiene hypothesis, it is now well known that microbial exposure is important for proper development and regulation of the immune system. However, few studies have examined the differences between wild animals in their natural environments, in which they are typically exposed to a wide array of potential pathogens, and their conspecifics living in captivity. Wild spotted hyenas (Crocuta crocuta) are regularly exposed to myriad pathogens, but there is little evidence of disease-induced mortality in wild hyena populations, suggesting that immune defenses are robust in this species. Here we assessed differences in immune defenses between wild spotted hyenas that inhabit their natural savanna environment and captive hyenas that inhabit a captive environment where pathogen control programs are implemented. Importantly, the captive population of spotted hyenas was derived directly from the wild population and has been in captivity for less than four generations. Our results show that wild hyenas have significantly higher serum antibody concentrations, including total IgG and IgM, natural antibodies, and autoantibodies than do captive hyenas; there was no difference in the bacterial killing capacity of sera collected from captive and wild hyenas. The striking differences in serum antibody concentrations observed here suggest that complementing traditional immunology studies, with comparative studies of wild animals in their natural environment may help to uncover links between environment and immune function, and facilitate progress towards answering immunological questions associated with the hygiene hypothesis.","Based on testing of the hygiene hypothesis, it is now well known that microbial exposure is important for proper development and regulation of the immune system.","['testing', 'the_hygiene_hypothesis', 'microbial_exposure', 'proper_development', 'regulation', 'the_immune_system']","['testing', 'the hygiene hypothesis', 'microbial exposure', 'proper development', 'regulation', 'the immune system']",testing,the hygiene hypothesis,microbial exposure,proper development,regulation,the immune system,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/f2a3bd788194db3626ddc6650be02da7061b84cc,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/f2a3bd788194db3626ddc6650be02da7061b84cc#Hypothesis,,http://ns.inria.fr/covid19/f2a3bd788194db3626ddc6650be02da7061b84cc#abstract,"Background Public acceptance of vaccination programs is essential for vaccine preventable diseases. However, increasing sectors of the population have expressed hesitancy about participating in such programs, leading to the re-emergence of vaccine preventable diseases. In this study we rely on a recreancy hypothesis to test the association between confidence in the government and local hospitals and the willingness to take the vaccine. Methods A secondary analysis of a survey that used a large sample of the U.S. population conducted in October 2009 was used (N = 968). Results The results indicate that 36.1% of the respondents expressed willingness to be vaccinated. Those with the greatest trust in the government were the most likely to be vaccinated (43.4%), and those least confident were the least willing (15.8%). From the ones reporting being confident in the local health system, 38.4% were willing to be vaccinated, and from those not confident, only 23.5% were willing to be vaccinated. Conclusion The decision to get vaccinated in the midst of a contagious outbreak involves many considerations. Trust in the government's technical and organization skill to deal with the infectious outbreak along with trust in medical organizations predict the adoption of recommended protection measures. The results indicate that public compliance with vaccination plans in health crisis requires the development of social and institutional trust.",In this study we rely on a recreancy hypothesis to test the association between confidence in the government and local hospitals and the willingness to take the vaccine.,"['this_study', 'the_association', 'confidence', 'the_government_and_local_hospitals', 'the_willingness']","['this study', 'the association', 'confidence', 'the government and local hospitals', 'the willingness']",this study,the association,confidence,the government and local hospitals,the willingness,,,,,,,,,,,,,,,,,,,,,,,,,,
http://ns.inria.fr/covid19/b1c01e51053266154ff1cf59628c2cb92a8184ba,"http://purl.org/ontology/bibo/AcademicArticle,http://purl.org/spar/fabio/ResearchPaper,http://schema.org/ScholarlyArticle",http://example.org/hypothesis_ontology/PMC6525170#Hypothesis,PMC6525170,http://ns.inria.fr/covid19/b1c01e51053266154ff1cf59628c2cb92a8184ba#abstract,"RSV infection is typically associated with secondary bacterial infection. We hypothesise that the local airway immune response to RSV has incidental antibacterial effects. Using coordinated proteomics and metagenomics analysis we simultaneously analysed the microbiota and proteomes of the upper airway and determined direct antibacterial activity in airway secretions of RSV-infected children. Here, we report that the airway abundance of Streptococcus was higher in samples collected at the time of RSV infection compared with samples collected one month later. RSV infection is associated with neutrophil influx into the airway and degranulation and is marked by overexpression of proteins with known antibacterial activity including BPI, EPX, MPO and AZU1. Airway secretions of children infected with RSV, have significantly greater antibacterial activity compared to RSV-negative controls. This RSV-associated, neutrophil-mediated antibacterial response in the airway appears to act as a regulatory mechanism that modulates bacterial growth in the airways of RSV-infected children.",We hypothesise that the local airway immune response to RSV has incidental antibacterial effects.,"['the_local_airway_immune_response', 'RSV', 'incidental_antibacterial_effects']","['the local airway immune response', 'RSV', 'incidental antibacterial effects']",the local airway immune response,RSV,incidental antibacterial effects,,,,,,,,,,,,,,,,,,,,,,,,,,,,
